GHGRP Facility ID,FACILITY NAME,GHGRP - City,GHGRP - State,ORIS CODE,ORIS CODE 2,ORIS CODE 3,ORIS CODE 4,ORIS CODE 5,GHGRP - Power Plant Sector,Reported Subparts RY10,Reported Subparts RY11,Reported Subparts RY12,Reported Subparts RY13,Reported Subparts RY14,Reported Subparts RY15,Reported Subparts RY16,Reported Subparts RY17,Reported Subparts RY18,Reported Subparts RY19,Reported Subparts RY20
1001501,S O Purdom,ST MARKS,FL,689,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001502,Vero Beach Municipal,VERO BEACH,FL,693,,,,,Yes,"C,D","C,D","C,D","C,D",No submission,No submission,No submission,No submission,No submission,No submission,No submission
1001505,Bowen,CARTERSVILLE,GA,703,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001506,Hammond,ROME,GA,708,,,,,Yes,D,D,D,D,D,D,D,D,D,D,No submission
1001507,Harllee Branch,MILLEDGEVILLE,GA,709,,,,,Yes,D,D,D,D,D,D,No submission,No submission,No submission,No submission,No submission
1001508,Jack McDonough,SMYRNA,GA,710,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001509,McManus,BRUNSWICK,GA,715,,,,,Yes,"C,D","C,D","C,D","C,D",No submission,No submission,No submission,No submission,No submission,No submission,No submission
1001510,Mitchell (GA),ALBANY,GA,727,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D",No submission,No submission,No submission,No submission,No submission
1001511,Yates,NEWNAN,GA,728,,,,,Yes,D,D,D,D,D,D,D,D,"C,D","C,D","C,D"
1001513,Ponca,PONCA CITY,OK,762,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001514,E D Edwards,BARTONVILLE,IL,856,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1001515,"Grand Tower Energy Center, LLC",GRAND TOWER,IL,862,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001516,Hutsonville,HUTSONVILLE,IL,863,,,,,Yes,D,D,D,D,D,No submission,No submission,No submission,No submission,No submission,No submission
1001517,Meredosia,MEREDOSIA,IL,864,,,,,Yes,"C,D","C,D","C,D","C,D","C,D",No submission,No submission,No submission,No submission,No submission,No submission
1001518,Crawford,CHICAGO,IL,867,,,,,Yes,D,D,D,No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1001519,Joliet 9,JOLIET,IL,874,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001520,"Kincaid Generation, LLC",KINCAID,IL,876,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001521,Powerton,PEKIN,IL,879,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001522,Waukegan,WAUKEGAN,IL,883,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001523,Will County,ROMEOVILLE,IL,884,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001524,Havana,HAVANA,IL,891,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D",No submission
1001525,Hennepin Power Station,HENNEPIN,IL,892,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D",No submission
1001526,Vermilion Power Station,OAKWOOD,IL,897,,,,,Yes,"C,D","C,D","C,D",No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1001527,Wood River Power Station,ALTON,IL,898,,,,,Yes,D,D,D,D,D,D,D,No submission,No submission,No submission,No submission
1001528,Venice,VENICE,IL,913,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001529,Dallman,SPRINGFIELD,IL,963,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001530,Marion,MARION,IL,976,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1001531,Clifty Creek,MADISON,IN,983,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001532,Tanners Creek,LAWRENCEBURG,IN,988,,,,,Yes,D,D,D,D,D,D,No submission,No submission,No submission,No submission,No submission
1001533,Harding Street Station (EW Stout),INDIANAPOLIS,IN,990,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001534,IPL Eagle Valley Generating Station,MARTINSVILLE,IN,991,,,,,Yes,D,D,D,D,D,D,D,"C,D","C,D","C,D","C,D"
1001535,C. C. Perry K Steam Plant,INDIANAPOLIS,IN,992,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1001536,Petersburg,PETERSBURG,IN,994,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1001537,Bailly Generating Station,CHESTERTON,IN,995,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D",C
1001539,Michigan City Generating Station,MICHIGAN CITY,IN,997,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001540,Cayuga,CAYUGA,IN,1001,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001541,Edwardsport,EDWARDSPORT,IN,1004,,,,,Yes,D,C,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001542,Noblesville,NOBLESVILLE,IN,1007,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001543,R Gallagher,NEW ALBANY,IN,1008,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1001544,F B Culley Generating Station,NEWBURGH,IN,1012,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1001545,Frank E Ratts,PETERSBURG,IN,1043,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D",No submission,No submission,No submission,No submission,No submission
1001546,Dubuque,DUBUQUE,IA,1046,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D",No submission,No submission,No submission
1001548,Prairie Creek,CEDAR RAPIDS,IA,1073,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001549,Sutherland,MARSHALLTOWN,IA,1077,58236,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001549,Sutherland,MARSHALLTOWN,IA,1068,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001549,Sutherland,MARSHALLTOWN,IA,58236,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001550,Riverside (1081),BETTENDORF,IA,1081,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001551,Walter Scott Jr. Energy Center,COUNCIL BLUFFS,IA,1082,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001552,HAWAII ELECTRIC LIGHT CO (HELCO) - KANOELEHUA HILL GENERATING STATION,HILO,HI,769,,,,,Yes,C (Abbr),C,C,C,C,C,C,C,C,C,C
1001553,Burlington (IA),BURLINGTON,IA,1104,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001555,HAWAII ELECTRIC LIGHT CO (HELCO) - PUNA GENERATING STATION,KEAAU,HI,7130,,,,,Yes,C (Abbr),C,C,C,C,C,C,C,C,C,C
1001556,Streeter Station,CEDAR FALLS,IA,1131,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001557,HAWAII ELECTRIC LIGHT CO (HELCO) - KEAHOLE GENERATING STATION,KAILUA KONA,HI,8083,,,,,Yes,C (Abbr),C,C,C,C,C,C,C,C,C,C
1001564,Muscatine,MUSCATINE,IA,1167,,,,,Yes,"C,D","C,D,DD","C,D,DD","C,D,DD","C,D,DD","C,D,DD","C,D,DD","C,D,DD","C,D,DD","C,D,DD","C,D,DD"
1001567,Pella,PELLA,IA,1175,,,,,Yes,"C,D","C,D","C,D",No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1001570,Earl F Wisdom,SPENCER,IA,1217,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001571,Fair Station,MUSCATINE,IA,1218,,,,,Yes,"C,D","C,D","C,D","C,D",No submission,No submission,No submission,No submission,No submission,No submission,No submission
1001572,Cimarron River,LIBERAL,KS,1230,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D",No submission
1001573,Fort Dodge aka Judson Large,DODGE CITY,KS,1233,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D",No submission
1001574,Great Bend Station aka Arthur Mullergren,GREAT BEND,KS,1235,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D",No submission,No submission,No submission,No submission
1001575,Riverton,RIVERTON,KS,1239,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001579,E.W. Brown,Harrodsburg,KY,1355,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001580,City of Coffeyville Light & Power,COFFEYVILLE,KS,1271,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001584,Kaw,KANSAS CITY,KS,1294,,,,,Yes,C,C,C,C,C,C,C,No submission,No submission,No submission,No submission
1001585,Paddys Run,Louisville,KY,1366,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001586,Garden City,GARDEN CITY,KS,1336,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001587,Big Sandy,LOUISA,KY,1353,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001597,Elmer Smith,OWENSBORO,KY,1374,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001598,Shawnee,WEST PADUCAH,KY,1379,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1001599,Coleman,HAWESVILLE,KY,1381,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001600,Robert Reid,ROBARDS,KY,1383,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001601,Louisiana 2,BATON ROUGE,LA,1392,,,,,Yes,D,D,D,No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1001602,R S Nelson,WESTLAKE,LA,1393,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001603,Coughlin Power Station,ST. LANDRY,LA,1396,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1001604,Teche Power Station,BALDWIN,LA,1400,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001605,Little Gypsy,LAPLACE,LA,1402,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001606,Ninemile Point,WESTWEGO,LA,1403,,,,,Yes,D,D,D,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001607,A B Paterson,NEW ORLEANS,LA,1407,,,,,Yes,D,No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1001608,Michoud,NEW ORLEANS,LA,1409,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D",No submission,No submission,No submission,No submission
1001609,Arsenal Hill Power Plant,SHREVEPORT,LA,1416,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1001610,Lieberman Power Plant,MOORINGSPORT,LA,1417,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001612,George Neal North,SERGEANT BLUFF,IA,1091,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001613,Monroe,MONROE,LA,1448,,,,,Yes,"C,D","C,D","C,D",No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1001615,William F Wyman,YARMOUTH,ME,1507,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001616,C P Crane LLC,Baltimore,MD,1552,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D",No submission,No submission
1001617,Gould Street,BALTIMORE,MD,1553,,,,,Yes,D,D,D,D,D,D,D,D,D,D,No submission
1001625,AltaGas Ripon Energy Inc.,RIPON,CA,50299,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1001629,CROCKETT COGENERATION PLANT,CROCKETT,CA,55084,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1001634,OKLAHOMA STATE UNIVERSITY,STILLWATER,OK,54779,,,,,Yes,D,D,D,D,D,D,D,C,C,C,C
1001635,TARGA WAYNOKA NATURAL GAS PROCESSING PLANT,ALVA,OK,59782,,,,,,C,"C,W","C,W","C,W","C,W","C,W","C,W","C,W","C,W","C,W","C,W"
1001646,"COVANTA MARION, INC",BROOKS,OR,50630,,,,,,C,C,C,C,C,C,C,C,C,C,C
1001667,CI Power Cogeneration Plant,Camarillo,CA,No Match,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1001667,CI Power Cogeneration Plant,Camarillo,CA,50851,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1001674,SUNBURY GENERATION LP,Selinsgrove,PA,3152,,,,,Yes,"C,D","C,D","C,D","C,D",D,No submission,No submission,No submission,No submission,No submission,No submission
1001675,TATE & LYLE SAGAMORE,LAFAYETTE,IN,50903,,,,,,C,C,C,C,C,C,C,C,C,C,C
1001691,Dinuba Energy,Reedley,CA,60100,,,,,Yes,No submission,C,C,C,C,No submission,No submission,No submission,No submission,No submission,No submission
1001696,Highwood Generating Station,Great Falls,MT,57480,,,,,Yes,No submission,No submission,No submission,"C,D","C,D","C,D",No submission,No submission,No submission,No submission,No submission
1001698,"Madera Power, LLC",Firebaugh,CA,No Match,,,,,Yes,No submission,C,C,No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1001700,HARBOR COGENERATION PLANT,WILMINGTON,CA,50541,,,,,Yes,C,C,C,C,C,C,C,No submission,No submission,No submission,No submission
1001709,OCCIDENTAL CHEMICAL CORPORATION - Taft Facility,HAHNVILLE,LA,55089,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1001741,DSM NUTRITIONAL PRODUCTS LLC,BELVIDERE,NJ,54416,,,,,,C (Abbr),C,C,C,C,C,C,C,C,C,C
1001762,"Midwest Recycled & Coated Containerboard, LLC",COMBINED LOCKS,WI,55558,,,,,Yes,C,"C,TT","C,TT","C,TT","C,TT","C,TT","C,D,TT","C,D,TT","C,D,TT","C,D,TT","C,D,TT"
1001765,KAUAI ISLAND UTILITY COOPERATIVE - KAPAIA POWER STATION,LIHUE,HI,56258,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1001768,"KAUAI ISLAND UTILITY COOPERATIVE, PORT ALLEN GENERATING STATION",ELEELE,HI,6474,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1001781,INV Nylon Chemicals Americas Victoria Site,VICTORIA,TX,10790,,,,,,"C,E,V","C,E,V","C,E,V","C,E,V","C,E,V","C,E,V","C,E,V","C,E,V","C,E,V","C,E,V","C,E,V"
1001802,HAMAKUA ENERGY PARTNERS,HONOKAA,HI,55369,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1001807,"RAYONIER PERFORMANCE FIBERS LLC, JESUP MILL",JESUP,GA,10560,,,,,,"AA,C","AA,C","AA,C","AA,C","AA,C","AA,C","AA,C","AA,C","AA,C","AA,C","AA,C"
1001810,GOLDEN VALLEY ELECTRIC ASSOC NORTH POLE POWER PLANT,NORTH POLE,AK,6285,,,,,Yes,C (Abbr),C,C,C,C,C,C,C,C,C,C
1001813,"COVANTA ALEXANDRIA/ARLINGTON, INC",ALEXANDRIA,VA,50663,,,,,,C,C,C,C,C,C,C,C,C,C,C
1001823,WESTERN SUGAR COOP,FORT MORGAN,CO,58081,,,,,,"C,S","C,S","C,S","C,S","C,S","C,S","C,S","C,S","C,S","C,S","C,S"
1001826,The Dow Chemical Company,MIDLAND,MI,880031,,,,,,C,"C,TT","C,TT","C,TT","C,TT","C,TT","C,TT","C,TT","C,TT","C,TT","C,TT"
1001859,"American Sugar Refining, Inc. - Baltimore Refinery",BALTIMORE,MD,54795,,,,,,C,C,C,C,C,C,C,C,C,C,C
1001877,ALCOA INC - WARRICK OPERATIONS,NEWBURGH,IN,6705,,,,,Yes,"C,D,F","C,D,F","C,D,F","C,D,F","C,D,F","C,D,F","C,D,F","C,D,F","C,D,F","C,D,F","C,D,F"
1001884,PINELLAS COUNTY RESOURCE RECOVERY,ST. PETERSBURG,FL,50884,,,,,,"C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH"
1001887,PRAIRIE STATE GENERATING STATION,MARISSA,IL,55856,,,,,Yes,C,C,"C,D","C,D,FF","C,D,FF","C,D,FF","C,D,FF","C,D,FF","C,D,FF","C,D,FF","C,D,FF"
1001889,WOODLAND PULP LLC,BAILEYVILLE,ME,10613,,,,,,"AA,C","AA,C,MM,TT","AA,C,MM,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT"
1001907,"LOU GAS & ELEC, ZORN STA",LOUISVILLE,KY,1368,,,,,Yes,C,C,C,C,C,No submission,No submission,No submission,No submission,No submission,No submission
1001913,GP MUSKOGEE MILL,MUSKOGEE,OK,10362,,,,,,C,"C,TT","C,TT","C,TT","C,TT","C,TT","C,TT","C,TT","C,TT","C,TT","C,TT"
1001921,MEDICAL CENTER COMPANY,CLEVELAND,OH,59324,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1001971,OLS ENERGY CHINO,CHINO,CA,50850,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1002037,Anheuser-Busch LLC. - St. Louis Brewery,St. Louis,MO,10430,,,,,,"C,PP","C,PP","C,PP","C,PP","C,PP","C,PP",C,"C,PP","C,PP","C,PP","C,PP"
1002101,Garnet Valley Facility,LAS VEGAS,NV,54350,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1002113,International Paper - Pine Hill Mill,PINE HILL,AL,54752,,,,,,"AA,C","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT"
1002126,MARSHALL MUNICIPAL UTILITIES,MARSHALL,MO,2144,,,,,Yes,C,C,C,C,C,C,No submission,No submission,No submission,No submission,No submission
1002149,International Paper - Springfield Mill,SPRINGFIELD,OR,50191,,,,,,"AA,C","AA,C","AA,C","AA,C","AA,C","AA,C","AA,C","AA,C","AA,C","AA,C","AA,C"
1002152,PROCTER & GAMBLE PAPER PRODUCTS,OXNARD,CA,50464,,,,,,C,C,C,C,C,C,C,C,C,C,C
1002163,University of Rochester,Rochester,NY,58157,,,,,,C,C,C,C,C,C,C,C,C,C,C
1002184,"CITRUS WORLD, INC.",LAKE WALES,FL,10275,,,,,,C,C,C,C,C,C,C,C,C,C,C
1002185,KIMBERLY CLARK WORLDWIDE INCORPORATED,FULLERTON,CA,58083,,,,,,C,C,C,C,C,C,C,C,C,C,C
1002187,KIMBERLY-CLARK TISSUE COMPANY,MOBILE,AL,62449,,,,,,C,C,C,C,C,C,C,C,C,C,C
1002202,"CLEVELAND THERMAL, LLC",CLEVELAND,OH,61838,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1002203,"MORTON SALT, INC.",RITTMAN,OH,54335,,,,,,C,C,C,C,C,C,C,C,C,C,C
1002210,MILWAUKEE REGIONAL MEDICAL CENTER THERMAL,MILWAUKEE,WI,No Match,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1002272,"WestRock CP, LLC - Fernandina Beach Mill (Formerly Smurfit-Stone)",FERNANDINA BEACH,FL,10202,,,,,,"AA,C","AA,C","AA,C","AA,C","AA,C","AA,C","AA,C","AA,C","AA,C","AA,C","AA,C"
1002277,ISLIP MCARTHUR RESOURCE RECOVERY FACIL,RONKONKOMA,NY,51038,,,,,,C,C,C,C,C,C,C,C,C,C,C
1002328,City of Akron Steam Generating,AKRON,OH,54265,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1002350,"Axiall, LLC",PLAQUEMINE,LA,55051,,,,,,"C,X","C,X","C,X","C,X","C,X","C,X","C,X","C,X","C,X","C,X","C,X"
1002371,J.B. Sims Generation Station,Grand Haven,MI,1825,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D",D
1002374,YOUNGSTOWN THERMAL,YOUNGSTOWN,OH,No Match,,,,,Yes,C,C,C,C,C,C,C,No submission,No submission,No submission,No submission
1002385,Yellowhammer Gas Plant,CODEN,AL,54730,,,,,,C,"C,W","C,W","C,W","C,W","C,W","C,W","C,W","C,W","C,W","C,W"
1002394,Frito-Lay COGEN PLANT,BAKERSFIELD,CA,10110,,,,,,C,C,C,C,C,C,C,C,C,C,C
1002400,COVANTA HUNTINGTON,EAST NORTHPORT,NY,50656,,,,,,C,C,C,C,C,C,C,C,C,C,C
1002404,"Gainesville Regional Utilities, South Energy Center",Gainesville,FL,56518,,,,,Yes,C,C,C,C,C,C,No submission,No submission,No submission,No submission,No submission
1002452,Vicinity Energy Kansas City,KANSAS CITY,MO,58205,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1002459,University of Colorado Boulder - Utility Services,Boulder,CO,54372,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1002484,HIBBING PUBLIC UTILITIES COMMISSION,HIBBING,MN,1979,,,,,Yes,"C,NN","C,NN","C,NN","C,NN","C,NN","C,NN","C,NN","C,NN","C,NN","C,NN","C,NN"
1002488,Beaver,CLATSKANIE,OR,8073,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1002492,Devon,MILFORD,CT,544,,,,,Yes,"C,D","C,D","C,D","C,D","C,D",No submission,No submission,No submission,No submission,No submission,No submission
1002493,SETTLERS HILL RDF/MIDWAY LANDFILL,BATAVIA,IL,50563,,,,,,"C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH"
1002500,PEA RIDGE,PACE,FL,7715,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1002501,Powell Avenue Steam Plant,Birmingham,AL,No Match,,,,,Yes,C,C,C,C,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1002541,MCKITTRICK LIMITED,BAKERSFIELD,CA,50612,,,,,Yes,C,C,C,C,C,C,C,C,"C,D",D,D
1002543,KERN FRONT LIMITED,BAKERSFIELD,CA,50494,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1002545,PAINESVILLE MUNICIPAL ELECTRIC PLANT,PAINESVILLE,OH,2936,,,,,Yes,C (Abbr),C,C,C,C,C,C,C,C,C,C
1002591,L A CO CENTRAL HEATING PLANT,LOS ANGELES,CA,10623,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1002600,BRIGHAM YOUNG UNIVERSITY,PROVO,UT,63423,,,,,,C (Abbr),C,C,C,C,C,C,C,C,C,C
1002611,SUNOCO PARTNERS MARKETING & TERMINALS L.P. - MARCUS HOOK INDUSTRIAL COMPLEX,MARCUSHOOK,PA,880107,,,,,,"C,Y","C,Y",C,C,C,C,C,C,C,C,C
1002612,UNIVERSITY OF CALIFORNIA SAN DIEGO,LA JOLLA,CA,57584,,,,,,C,C,C,C,C,C,C,C,C,C,C
1002641,IOWA STATE UNIVERSITY/ ISU HEATING PLANT,AMES,IA,54201,,,,,,C,C,C,C,C,C,C,C,C,C,C
1002655,PRINCE GEORGES COUNTY BROWN STATION ROA,UPPER MARLBORO,MD,55964,,,,,,"C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH","C,HH"
1002659,"VEOLIA ENERGY GRAND RAPIDS, LLC",GRAND RAPIDS,MI,No Match,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1002677,Enwave Seattle,SEATTLE,WA,No Match,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1002682,University of Washington Seattle Campus,Seattle,WA,54809,,,,,,C (Abbr),C,C,C,C,C,C,C,C,C,C
1002693,DEC State Boiler Plant,Lincoln,NE,No Match,,,,,Yes,C,C,C,No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1002697,ESCANABA POWER PLANT,ESCANABA,MI,1771,,,,,Yes,C,C,C,C,C,C,C,No submission,No submission,No submission,No submission
1002728,BADGER CREEK LIMITED,BAKERSFIELD,CA,10650,,,,,Yes,C,C,C,C,C,C,C,C,D,D,D
1002731,ADA COGENERATION,ADA,MI,10819,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1002733,"Brunswick Cellulose, Inc.",Brunswick,GA,10605,,,,,,"AA,C","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT"
1002744,SOUTHEASTERN CT RESOURCE RECOVERY FACILITY,PRESTON,CT,10646,,,,,,C,C,C,C,C,C,C,C,C,C,C
1002759,CHALK CLIFF COGEN,BAKERSFIELD,CA,50003,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1002777,"HAVERHILL COKE COMPANY, LLC",FRANKLIN FURNACE,OH,56848,,,,,,"C,Q","C,Q","C,Q","C,Q","C,Q","C,Q","C,Q","C,Q","C,Q","C,Q","C,Q"
1002792,USDA-NATIONAL ANIMAL DISEASE CENTER,AMES,IA,58265,,,,,,C,C,C,C,C,C,C,C,C,C,C
1002802,KLEEN ENERGY SYSTEMS POWER PLANT,MIDDLETOWN,CT,56798,,,,,Yes,No submission,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1002817,PUBLIC SERVICE CO DENVER STEAM PLT,DENVER,CO,No Match,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1002818,TREASURE COAST ENERGY CENTER,FORT PIERCE,FL,56400,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1002820,DOUBLE C LIMITED,BAKERSFIELD,CA,50493,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1002821,HIGH SIERRA LIMITED,BAKERSFIELD,CA,50495,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
