GHGRP Facility ID,FACILITY NAME,GHGRP - City,GHGRP - State,ORIS CODE,ORIS CODE 2,ORIS CODE 3,ORIS CODE 4,ORIS CODE 5,GHGRP - Power Plant Sector,Reported Subparts RY10,Reported Subparts RY11,Reported Subparts RY12,Reported Subparts RY13,Reported Subparts RY14,Reported Subparts RY15,Reported Subparts RY16,Reported Subparts RY17,Reported Subparts RY18,Reported Subparts RY19,Reported Subparts RY20
1006913,R E Burger,SHADYSIDE,OH,2864,,,,,Yes,"C,D","C,D","C,D","C,D",C,No submission,No submission,No submission,No submission,No submission,No submission
1006915,Oswego Harbor Power,OSWEGO,NY,2594,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1006920,Potomac River,ALEXANDRIA,VA,3788,,,,,Yes,D,D,D,No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1006927,Gregory Power Facility,GREGORY,TX,55086,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1006933,"Pleasants Energy, LLC",SAINT MARYS,WV,55349,,,,,Yes,D,D,D,D,D,D,"C,D","C,D","C,D","C,D","C,D"
1006935,Red Hills Generation Facility,Ackerman,MS,55076,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1006938,Federal Research Center at White OAK Central Utility Plant,Silver Spring,MD,58207,,,,,Yes,C (Abbr),C,C,C,C,C,C,C,C,C,C
1006939,Cumberland Energy Center,MILLVILLE,NJ,5083,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1006941,Pfizer,GROTON,CT,54236,,,,,,C (Abbr),C,C,C,C,C,C,C,C,C,C
1006949,Bridgeport Harbor Station,BRIDGEPORT,CT,568,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1006950,"Cayuga Operating Company, LLC",LANSING,NY,2535,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1006952,Eastlake,EASTLAKE,OH,2837,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D",C,C,No submission,No submission
1006958,"WestRock CP, LLC - Panama City Mill (Formerly RockTenn)",PANAMA CITY,FL,50807,,,,,,"AA,C","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT"
1006962,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,PENNINGTON,AL,10699,,,,,,"AA,C","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT"
1006966,Newman,EL PASO,TX,3456,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1006975,GEORGIA-PACIFIC PORT HUDSON OPERATIONS,ZACHARY,LA,10612,,,,,,"AA,C,PP","AA,C,PP,TT","AA,C,PP,TT","AA,C,PP,TT","AA,C,PP,TT","AA,C,PP,TT","AA,C,PP,TT","AA,C,PP,TT","AA,C,PP,TT","AA,C,PP,TT","C,TT"
1006981,"Green Country Energy, LLC",Jenks,OK,55146,,,,,Yes,D,D,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1006983,Baytown Energy Center,BAYTOWN,TX,55327,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1006999,Columbia Energy Center (SC),GASTON,SC,55386,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007017,Gowanus Generating Station,BROOKLYN,NY,2494,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1007019,Nearman Creek,KANSAS CITY,KS,6064,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007025,Pine Bluff Energy Center,PINE BLUFF,AR,55075,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007031,St Charles Operations (Taft/Star) Union Carbide Corp,TAFT,LA,50152,,,,,,"C,X","C,X","C,X","C,X","C,X","C,X","C,X","C,X","C,X","C,X","C,X"
1007053,Astoria Generating Station,ASTORIA,NY,8906,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007058,"Helix Ironwood, LLC",LEBANON,PA,55337,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007068,GOLDEN VALLEY ELECTRIC ASSOCIATION INC - HEALY POWER PLANT,HEALY,AK,6288,,,,,Yes,C (Abbr),C,C,C,C,C,C,C,C,C,C
1007100,Wansley (7946),FRANKLIN,GA,7946,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1007103,Coronado Generating Station,ST JOHNS,AZ,6177,,,,,Yes,"C,D,HH","C,D,HH","C,D,HH","C,D,HH","C,D,HH","C,D,HH","C,D,HH","C,D,HH","C,D,HH","C,D,HH","C,D,HH"
1007105,State Line Generating Station (IN),HAMMOND,IN,981,,,,,Yes,"C,D","C,D","C,D",No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1007110,Equistar Tuscola Plant,TUSCOLA,IL,55245,,,,,,C (Abbr),C,C,C,C,C,C,C,No submission,No submission,No submission
1007111,Southampton Power Station,FRANKLIN,VA,10774,,,,,Yes,"C,D","C,D","C,D","C,D","C,D",D,D,No submission,No submission,No submission,No submission
1007126,INDECK ENERGY - ALEXANDRIA LLC,ALEXANDRIA,NH,58595,,,,,Yes,C,C,C,C,C,C,No submission,No submission,No submission,No submission,No submission
1007135,GEORGIA PACIFIC CONSUMER OPERATIONS LLC,PALATKA,FL,10611,,,,,,"AA,C","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT"
1007144,Terry Bundy Generating Station,LINCOLN,NE,7887,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007147,LOU MED CENTER STEAM PLANT,LOUISVILLE,KY,No Match,,,,,Yes,C (Abbr),C,C,C,C,C,C,C,C,C,C
1007152,Sterlington,STERLINGTON,LA,1404,,,,,Yes,D,D,D,D,D,D,No submission,No submission,No submission,No submission,No submission
1007153,Sam Seymour,LA GRANGE,TX,6179,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007155,Permian Basin,MONAHANS,TX,3494,,,,,Yes,"C,D","C,D","C,D",C,C,C,C,C,C,C,C
1007156,Shoemaker Gas Turbine,Middletown,NY,2632,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1007157,Hillburn Gas Turbine,Hillburn,NY,2628,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1007159,Turkey Point,HOMESTEAD,FL,621,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1007161,Rio Bravo Generating Station,Albuquerque,NM,2448,55039,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1007171,West County Energy Center,LOXAHATCHEE,FL,56407,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007173,PG&E COLUSA GENERATING STATION,Maxwell,CA,56532,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007177,ArcelorMittal Cleveland LLC,CLEVELAND,OH,10398,,,,,,"C,Q","C,Q","C,Q","C,Q","C,Q","C,Q","C,Q","C,Q","C,Q","C,Q","C,Q"
1007178,AMEA Sylacauga Plant,SYLACAUGA,AL,56018,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1007179,Sheldon,HALLAM,NE,2277,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007180,Asheville Steam Electric Plant,ARDEN,NC,2706,,,,,Yes,"C,D","C,D","C,D","C,D","C,D",D,D,D,D,"C,D","C,D"
1007183,Louisa Generation Facility,Gordonsville,VA,7837,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007184,Cherokee County Cogen,GAFFNEY,SC,55043,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1007185,R. H. GORSUCH STATION (0684020037),MARIETTA,OH,7286,7253,,,,Yes,D,No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1007187,De Moss Petrie Generating Station,TUCSON,AZ,124,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1007188,MAUI ELECTRIC CO (MECO) - PALAAU GENERATING STATION,KAUNAKAKAI,HI,792,,,,,Yes,C (Abbr),C,C,C,C,C,C,C,C,C,C
1007189,Arvah B Hopkins,TALLAHASSEE,FL,688,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007190,Green River,Central City,KY,1357,,,,,Yes,D,D,D,D,D,D,No submission,No submission,No submission,No submission,No submission
1007196,Phoenix Paper Wickliffe LLC,Wickliffe,KY,880065,,,,,,"AA,C,PP","AA,C,PP,TT","AA,C,PP,TT","AA,C,PP,TT","AA,C,PP,TT","AA,C,PP,TT","AA,C,PP,TT","AA,C,PP,TT","AA,C,PP,TT","AA,C,PP,TT","AA,C,PP,TT"
1007201,Fisk,CHICAGO,IL,886,,,,,Yes,"C,D","C,D","C,D",C,C,C,C,No submission,No submission,No submission,No submission
1007202,Sioux,WEST ALTON,MO,2107,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007203,Flint Creek Power Plant,GENTRY,AR,6138,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1007204,Coalinga Cogeneration Facility,COALINGA,CA,50131,,,,,Yes,D,"C,D,DD","C,D,DD","D,DD","D,DD","D,DD","D,DD","D,DD","D,DD","D,DD","D,DD"
1007205,"Vicinity Energy Philadelphia, Inc - Schuylkill Station",PHILADELPHIA,PA,50607,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1007206,Agua Fria Generating Station,GLENDALE,AZ,141,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007207,Cherokee,DENVER,CO,469,,,,,Yes,"C,D","C,D","C,D",D,D,"C,D","C,D","C,D","C,D","C,D","C,D"
1007209,Kinmundy Power Plant,PATOKA,IL,55204,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007214,GEORGIA-PACIFIC Crossett Paper Operations,CROSSETT,AR,10606,,,,,,"AA,C","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","C,TT"
1007221,GUAM POWER AUTHORITY - CABRAS POWER PLANT,PITI,GU,No Match,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1007224,WINNEBAGO COUNTY SUNNYVIEW LANDFILL,OSHKOSH,WI,50936,,,,,,"C,HH","C,HH,TT","C,HH,TT","C,HH,TT","C,HH,TT","C,HH,TT","C,HH,TT","C,HH,TT","C,HH,TT","C,HH,TT","C,HH,TT"
1007226,International Paper-Riegelwood,RIEGELWOOD,NC,54656,,,,,,"AA,C","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT"
1007227,James H Miller Jr,Quinton,AL,6002,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1007232,Cornell University Ithaca Campus,ITHACA,NY,50368,,,,,,C,C,C,C,C,C,C,C,C,C,C
1007233,Calpine Hidalgo Energy Center,EDINBURG,TX,7762,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1007236,South Meadow Station,HARTFORD,CT,563,,,,,Yes,D,D,D,D,D,No submission,No submission,No submission,No submission,No submission,No submission
1007239,Brayton Point,SOMERSET,MA,1619,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D",No submission,No submission,No submission
1007242,Bay Shore,OREGON,OH,2878,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007243,T H Wharton,HOUSTON,TX,3469,,,,,Yes,C,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007245,Four Corners Steam Elec Station,FRUITLAND,NM,2442,,,,,Yes,D,D,D,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007246,Anclote Power Plant,HOLIDAY,FL,8048,,,,,Yes,D,D,D,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007247,Attala Generating Plant,SALLIS,MS,55220,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007248,Quantum Auburndale Power L.P.,AUBURNDALE,FL,54658,,,,,Yes,D,D,D,D,D,No submission,No submission,No submission,No submission,No submission,No submission
1007255,Manatee,PARRISH,FL,6042,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1007287,Indiana Harbor Coke Company,East Chicago,IN,55066,,,,,,"C,Q","C,Q","C,Q","C,Q","C,Q","C,Q","C,Q","C,Q","C,Q","C,Q","C,Q"
1007293,Sowega Power Project,BACONTON,GA,7768,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D",D,"C,D","C,D","C,D"
1007294,Willow Glen,ST. GABRIEL,LA,1394,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D",No submission,No submission,No submission,No submission
1007295,Livingston Generating Station,GAYLORD,MI,55102,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007297,Elmwood Park Power - LLC,ELMWOOD PARK,NJ,50852,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007299,Ocotillo Power Plant,TEMPE,AZ,116,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007300,Bastrop Clean Energy Center,CEDAR CREEK,TX,55168,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1007301,Milton L Kapp,CLINTON,IA,1048,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D",No submission,No submission
1007302,Baldwin Energy Complex,BALDWIN,IL,889,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007303,Cottonwood Energy Project,DEWEYVILLE,TX,55358,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007305,Perryville Power Station,STERLINGTON,LA,55620,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007306,Huron,HURON,SD,3344,,,,,Yes,"C,D","C,D","C,D","C,D","C,D",No submission,No submission,No submission,No submission,No submission,No submission
1007307,Milford Power Company LLC,MILFORD,CT,55126,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007308,Rockgen Energy Center,CAMBRIDGE,WI,55391,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007309,R D Green,Sebree,KY,6639,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1007310,Centralia,CENTRALIA,WA,3845,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007311,Asbury,ASBURY,MO,2076,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1007312,Tracy Combined Cycle Power Plant,TRACY,CA,55933,,,,,Yes,D,D,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007313,Contra Costa Generating Station,ANTIOCH,CA,228,,,,,Yes,D,D,D,D,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1007314,Faribault Energy Park,FARIBAULT,MN,56164,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007315,Almond Power Plant,MODESTO,CA,7315,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1007316,CalPeak Power - Enterprise LLC,ESCONDIDO,CA,55513,,,,,Yes,D,D,D,D,D,No submission,No submission,No submission,No submission,No submission,No submission
1007317,Stanton A,ORLANDO,FL,55821,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1007318,Malburg Generating Station,VERNON,CA,56041,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1007322,Delaware City Refinery,DELAWARE CITY,DE,52193,,,,,Yes,"C,D","C,D,P,PP,Y","C,D,MM,P,PP,Y","C,D,MM,P,PP,Y","C,D,MM,P,PP,Y","C,D,MM,P,PP,Y","C,D,MM,P,PP,Y","C,D,MM,P,PP,Y","C,D,MM,P,PP,Y","C,D,MM,P,PP,Y","C,D,MM,P,PP,Y"
1007323,Channelview Cogeneration Facility,Houston,TX,55187,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1007324,Sandy Creek Energy Station,Riesel,TX,56611,,,,,Yes,No submission,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007325,"Emery Oleochemicals, LLC",CINCINNATI,OH,880033,,,,,,C,C,C,C,C,C,C,C,C,C,C
1007327,Hargis-Hebert Electric Generating Statio,LAFAYETTE,LA,56283,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D",No submission,"C,D","C,D","C,D"
1007328,Hobbs Generating Station,HOBBS,NM,56458,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007330,Linden Generating Station,LINDEN,NJ,2406,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007331,PRAIRIE POWER INC PEARL STATION,PEARL,IL,6238,,,,,Yes,C,C,C,C,C,No submission,No submission,No submission,No submission,No submission,No submission
1007339,BP Whiting Business Unit,WHITING,IN,52130,55259,,,,Yes,"C,D,P,Y","C,D,MM,P,Y","C,D,DD,MM,P,Y","C,D,DD,MM,P,Y","C,D,DD,MM,P,Y","C,D,DD,MM,P,Y","C,D,DD,MM,P,Y","C,D,DD,MM,P,Y","C,D,DD,MM,P,Y","C,D,DD,MM,P,Y","C,D,DD,MM,P,Y"
1007353,Robert E Ritchie,HELENA,AR,173,,,,,Yes,"C,D","C,D","C,D",No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1007355,University of South Carolina,Columbia,SC,No Match,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1007358,Big Sandy Peaker Plant,KENOVA,WV,55284,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1007359,Clinch River,CLEVELAND,VA,3775,,,,,Yes,D,D,D,D,D,"C,D","C,D","C,D","C,D","C,D","C,D"
1007360,Springdale Generating Station (55710),SPRINGDALE,PA,55710,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1007365,Sabine Cogeneration Facility,ORANGE,TX,55104,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1007369,"Vicinity Energy Philadelphia, Inc - Edison Station",PHILADELPHIA,PA,880006,,,,,Yes,C,C,C,C,C,No submission,No submission,No submission,No submission,No submission,No submission
1007370,Daniel Electric Generating Plant,ESCATAWPA,MS,6073,,,,,Yes,D,D,D,D,D,D,"C,D","C,D","C,D","C,D","C,D"
1007373,G E Turner Power Plant,ENTERPRISE,FL,629,,,,,Yes,No submission,C,C,C,C,C,No submission,No submission,No submission,No submission,No submission
1007374,Dan E Karn,ESSEXVILLE,MI,1702,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007376,J K Spruce,SAN ANTONIO,TX,7097,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007378,Wabash River Gen Station,TERRE HAUTE,IN,1010,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D",No submission,No submission,No submission,No submission
1007379,Langley Gulch Power Plant,New Plymouth,ID,57028,,,,,Yes,No submission,No submission,D,D,D,D,D,D,D,D,D
1007383,Fountain Valley Power Plant,Fountain,CO,55453,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007388,"Empire Generating Co, LLC",Rensselaer,NY,56259,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1007411,PG&E HUMBOLDT BAY,EUREKA,CA,246,,,,,Yes,"C,D","C,D",C,C,C,C,C,C,C,C,C
1007418,Armstrong Power Station,ADRIAN,PA,3178,,,,,Yes,D,D,D,No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1007419,Lansing,LANSING,IA,1047,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007420,Coyote,BEULAH,ND,8222,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007421,Blue Valley,INDEPENDENCE,MO,2132,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007422,Maine Independence Station,VEAZIE,ME,55068,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007423,Gadsden,GADSDEN,AL,7,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007426,Dunn Paper - East Hartford. LLC,East Hartford,CT,58116,,,,,,C,C,C,C,C,C,C,C,C,No submission,C
1007427,Brunot Island Power Station,PITTSBURGH,PA,3096,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007428,Harbor Beach,HARBOR BEACH,MI,1731,,,,,Yes,"C,D","C,D","C,D","C,D","C,D",No submission,No submission,No submission,No submission,No submission,No submission
1007429,Coal Creek,UNDERWOOD,ND,6030,,,,,Yes,"C,D","C,D,II","C,D,II","C,D,II","C,D,II","C,D,II","C,D,II","C,D,II","C,D,II","C,D","C,D"
1007432,Scholz Electric Generating Plant,SNEADS,FL,642,,,,,Yes,D,D,D,D,"C,D","C,D",C,C,C,No submission,No submission
1007434,Ray Olinger,NEVADA,TX,3576,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007435,MASSPOWER,INDIAN ORCHARD,MA,10726,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007436,Osawatomie Generating Station,OSAWATOMIE,KS,7928,,,,,Yes,D,D,D,D,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1007438,Eastman Chemical - Texas Operations,LONGVIEW,TX,55176,,,,,Yes,"C,D,X","C,D,TT,X","C,D,TT,X","C,D,TT,X","C,D,TT,X","C,D,TT,X","C,D,TT,X","C,D,TT,X","C,D,TT,X","C,D,TT,X","C,D,TT,X"
1007439,Dave Gates Generating Station,Anaconda,MT,56908,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007442,"Cooper River Partners, LLC",Goose Creek,SC,No Match,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1007445,McClain Energy Facility,NEWCASTLE,OK,55457,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007452,PR ELEC POWER AUTH SOUTH COAST STATION,GUAYANILLA,PR,No Match,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1007453,GEORGIA-PACIFIC CONSUMER Operations LLC - SAVANNAH RIVER MILL,RINCON,GA,10361,,,,,,C,"C,TT","C,TT","C,TT","C,TT","C,TT","C,TT","C,TT","C,TT","C,TT","C,TT"
1007454,Gans Generating Facility,GANS,PA,55377,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1007455,Quindaro,KANSAS CITY,KS,1295,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007456,PIEDMONT LANDFILL AND RECYCLING CENTER,KERNERSVILLE,NC,57169,,,,,,HH,"C,HH","C,HH","C,HH","C,HH",No submission,No submission,No submission,No submission,No submission,No submission
1007457,Lagoon Creek,BROWNSVILLE,TN,7845,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007466,"Monroe Energy, LLC, Trainer Refinery",Trainer,PA,880025,,,,,,"C,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y"
1007469,PG&E GATEWAY GENERATING STATION,ANTIOCH,CA,56476,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007471,Lauderdale,FORT LAUDERDALE,FL,613,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007500,Big Brown,FAIRFIELD,TX,3497,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D",No submission,No submission
1007501,Decordova,GRANBURY,TX,8063,,,,,Yes,"C,D","C,D","C,D","C,D",C,"C,D",C,C,C,C,No submission
1007503,Lake Hubbard,SUNNYVALE,TX,3452,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1007504,Martin Lake,TATUM,TX,6146,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007505,Oak Grove,FRANKLIN,TX,6180,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1007510,"AQUILA, INC. - AIRPORT INDUSTRIAL SITE",PUEBLO,CO,7995,,,,,Yes,C,C,C,C,C,No submission,No submission,No submission,No submission,No submission,No submission
1007518,WRB Refining LP Wood River Refinery,ROXANA,IL,880067,,,,,,"C,P,PP,Y","C,P,PP,TT,Y","C,MM,P,PP,TT,Y","C,MM,P,PP,TT,Y","C,MM,P,PP,TT,Y","C,MM,P,PP,TT,Y","C,MM,P,PP,TT,Y","C,MM,P,PP,TT,Y","C,MM,P,PP,TT,Y","C,MM,P,PP,TT,Y","C,MM,P,PP,TT,Y"
1007538,Commonwealth Chesapeake,NEW CHURCH,VA,55381,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1007542,EXXONMOBIL Bt Site,BAYTOWN,TX,10436,,,,,,"C,X,Y","C,X,Y","C,MM,X,Y","C,MM,X,Y","C,MM,X,Y","C,MM,X,Y","C,MM,X,Y","C,MM,X,Y","C,MM,X,Y","C,MM,X,Y","C,MM,X,Y"
1007542,EXXONMOBIL Bt Site,BAYTOWN,TX,10692,,,,,,"C,X,Y","C,X,Y","C,MM,X,Y","C,MM,X,Y","C,MM,X,Y","C,MM,X,Y","C,MM,X,Y","C,MM,X,Y","C,MM,X,Y","C,MM,X,Y","C,MM,X,Y"
1007549,Tracy,SPARKS,NV,2336,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
